Car Name,Price
نيسان صني  ٢٠١٩,"EGP 310,000"
BMW 528 model 2016,"EGP 1,250,000"
٧راكب للسفر والسياحة جلوري٢٠٢٢ مكيفه,EGP 698
مازدا٣٢٣,"EGP 37,000"
Mercedes Benz c180 2022,"EGP 2,300,000"
فيات تيبو 2022كاملة,"EGP 730,000"
قطع غيار ياباني ، كوري,"EGP 1,500"
للبيع هونداي النترا فابريكا بره وجوه بالكامل فتحه سقف,"EGP 375,000"
سياره هوندا اكورد موديل 82 رخصة سارية ثلاث سنوات الحالة جيدا,"EGP 45,000"
باب امامي يمين اوبل كروس لاند 2022,"EGP 6,500"
Brand New Toyota Fortuner Sport 2023,"EGP 2,550,000"
سياره سيراتو,"EGP 370,000"
Range Rover 2019 Sport For Sale,"EGP 3,500,000"
fiat 127 Nasr,"EGP 22,000"
"hyundai Tucson 2019 turbo topline 90,000km","EGP 890,000"
سيات ابيزاموديل 2020 REFERENCE فبريكا برة وجوة بالكامل حالة ممتازة جدا,"EGP 580,000"
احدث انواع السيارات,"EGP 10,000"
نيسان صيني,"EGP 350,000"
شنطه كابتيفا,EGP 500
مساعد نيسان كاشاكى يابانى اصلى بحالة الزيرو  يركب من اول موديل ٢٠١٥,"EGP 1,300"
كابوت بيجو 3008,"EGP 10,000"
شيري كيو كيو,"EGP 87,000"
للبيع ام ٣٠٠ كريسلر,"EGP 240,000"
range rover vogue2023,"EGP 2,000,000"
باب افيو 2013,"EGP 1,300"
إكسسوارات ١٢٨اكصدام امامي فايبر بالفوجات، هوايه، اسبولير، عتب,"EGP 1,000"
هوندا سيفيك 1992,"EGP 95,000"
قطع غيار متنوعه يحدد سعرها من الشاري,"EGP 5,000"
كيا سبورتاج 2016 خليجي توب لاين ادفع 188000وقسط بأقل فائده وبدون تأمين,"EGP 243,000"
أوبل كاسكادا,"EGP 760,000"
للبيع نيسان صنى ٢٠٢٣ عداد ٤٧٠٠ كم فقط,"EGP 410,000"
نيسان صنى اتوماتيك 2014 الشكل القديم اليابانى عداد ١٠٠ الف,"EGP 340,000"
فانوس فولفو XC90,EGP 500
سياره للبيع,"EGP 150,000"
car saprts soon mattel 2010,"EGP 150,000"
فانوس شمال مرسيدس G63,EGP 500
طقم جنط بالكاوتش مقاس 14,"EGP 3,000"
مكتب ايجار سياره بالسائق وبدون سائق وخدمه رجال الاعمال,EGP 350
شيري ٢٠٠٩ بسعر شاهين,"EGP 58,000"
عربيه بيكانتو,"EGP 315,000"
Mercedes E200 Avengard 2022,"EGP 2,975,000"
فانوس انسيجنيا من ٢٠١٤ الي ٢٠١٧ يمين خلفي,"EGP 2,500"
فرصة وريح دماغك لحماية السيارة . . . حواجز لحجز المكان,"EGP 2,000"
هيونداي اكسنت RB,"EGP 410,000"
بيجو ٥٠٥ استيشن,"EGP 155,000"
MG 6 أعلي فئه ٢٠٢٠,"EGP 560,000"
اكصدام نيسان قشقاي,"EGP 3,000"
ادفع 75 الف وقسط الباقي واستلم شيفورليه لانوس 2010 بدون خربوش,"EGP 75,000"
كروز كسر زيرو ٤٥ الف كم فقط فابريكا بالكامل- 2016 Chevrolet Cruze,"EGP 460,000"
فانوس يمين مرسيدس فيانو,EGP 500
سورينتو 2010,"EGP 540,000"
جنط واحد فقط سوبارو,"EGP 4,500"
car seat,EGP 1
اوبل فيكترا توب لاين أعلى فئه فتحه سقف جلد طبيعى كراسى كهرباء بخاخات,"EGP 260,000"
دايو نوبيرا 2 منطقه حره بورسعيد,"EGP 85,000"
للبيع باب خلفي شمال رينو لوجان  ٢٠١٦ باب الفبريكه,"EGP 2,000"
نيسان صني 2022 الفئه 2 فابريكا ادفع 113000 وقسط بأقل فائده وبدون تأمين,"EGP 147,000"
سيارة جيلى سباركى للبيع,"EGP 77,000"
فوانيس,"EGP 2,300"
جنوط 13 بحالة الزيرو,"EGP 5,500"
اعلى فئة  فابريكا بالكامل صيانات توكيل,"EGP 550,000"
Bmw 320I M sport,"EGP 2,600,000"
Mercedes GLC 200 AMG Night Package 2023,"EGP 3,850,000"
gls 580,"EGP 6,300,000"
شنطه جيب رينجيد,"EGP 4,500"
كيا ريو,"EGP 425,000"
جراند شروكي,"EGP 5,000"
شيري تيجو,"EGP 330,000"
تيريوس 2009فبريكه,"EGP 285,000"
شنطه BMW.   X1,"EGP 5,000"
شنطه سوبارو,"EGP 4,500"
range Rover sport hybrid 2022,"EGP 5,500,000"
اسرة تؤجر سيارة افيو اتوماتيك مو. 2020م. استخدام شخصى  لا لاوبر وكريم,"EGP 9,000"
شنطه ستروين DS7,EGP 500
مرسيدس2014  GLK250,"EGP 1,050,000"
أم جي ٥ لاكشري اعلي فئة,"EGP 510,000"
hyundai grand i 10 for sale,"EGP 360,000"
تيجو ٨,"EGP 825,000"
range rover evoque 2023,"EGP 3,000,000"
بيجو 301 كسر زيرو عداد 21 الف activ فابريكة,"EGP 425,000"
لادا  موديل  2020,"EGP 185,000"
سوزوكي اسبريسو 2022,"EGP 84,000"
byd f3 2023,"EGP 108,000"
بابين امامي جيب رينجيد 2020,"EGP 4,500"
باب خلفي يمين بورش ماكان جديد,"EGP 8,500"
نيو اوبترا ٢٠١٤,"EGP 260,000"
فيكترا ٩٢ منطقه حره,"EGP 45,000"
mg5 luxury p2,"EGP 190,000"
بيجو ٣٠٠٨ gt line,"EGP 700,000"
سوزوكي سياز 2022,"EGP 175,000"
نيسان صني 2023 سوبر صالون,"EGP 153,000"
BYD L3 بي واي دي,"EGP 250,000"
باب يمين سيات اتيكا,"EGP 7,500"
نيسان صني 2022 فابريكة صيانات توكيل ادفع 113 الف واستلم عربيتك و هديتك,"EGP 419,000"
Tesla Model 3,"EGP 1,800,000"
mg rx5 p1,"EGP 240,000"
mg6 comfort p1,"EGP 224,000"
سوزوكي ديزاير  p2,"EGP 145,500"
سوزوكي ديزاير p3,"EGP 150,000"
شنطه فولفو XC 60,EGP 500
رينو ميجان فئه اولي 2022,"EGP 205,000"
نيسان صني فئه تانيه 2023,"EGP 140,000"
قنطره الفا روميو جوليتا,"EGP 8,500"
سوزوكي سياز p1,"EGP 194,000"
كيا جراند سيراتو p2,"EGP 272,000"
ايجار سيارات,"EGP 11,000"
2 طنبورة لنيسان صني ياباني اصلي موديل 2006,EGP 900
عربيه نيسان دوبل كابينه موديل ٢٠١٤ للايجار اليومي او الشهرى,EGP 600
لانسر شارك ٢٠١٦,"EGP 390,000"
ايجار أحدث انواع السيارات,EGP 850
BMW 218i M-sport 2022,"EGP 1,800,000"
جنط واحد فقط جاكوار,"EGP 7,500"
سياره للايجار,"EGP 20,000"
للافراد و الشركات مدد قصيرة و طويلة بالسائق و بدون For rent,EGP 650
Tesla Model Y,"EGP 1,900,000"
كنترول ، كارته اوبترا الشكل القديم,"EGP 1,100"
سيراتو ٢٠١٨ تانى فئه,"EGP 495,000"
للبيع كنترول امريكاني استوك هوندا سيفيك 2005,EGP 600
طنابير لانسر قرش,EGP 850
أوبل جراند لاند أعلى فئة موديل 2018 حاله الزيرو فابريكة بالكامل Opel,"EGP 865,000"
نيسان صني,"EGP 330,000"
فوانيس أمامية باسات 2009,"EGP 1,500"
Porsche Macan 2020 mint condition,"EGP 2,350,000"
skoda yeti 2014 بحالة الزيرووو,"EGP 470,000"
سياره فرنا تم البيع الحمد لله,"EGP 120,000"
لانسر 2007,"EGP 215,000"
قطع غيار,"EGP 1,800"
فابريكا بالكامل لقطة فعلا,"EGP 515,000"
Jac j7 بحالة الزيرو,"EGP 525,000"
Byd F3 2022 أتوماتيك  بصمه فبريكا  بالكامل متاح تقسيط,"EGP 355,000"
عربيه چيلى ام جراند للايجار اليومى والشهرى,EGP 350
opel insignia for sale,"EGP 850,000"
داستر أعلى فئه رخصت ولم تستخدم,"EGP 750,000"
باسات 2019 فابريكة صيانات توكيل ادفع 252 الف واستلم عربيتك و هديتك,"EGP 935,000"
نيسان تيدا ٢٠٠٩ هاتشباك اوتوماتيك للبيع,"EGP 175,000"
a113 فبريكا,"EGP 125,000"
النتراad 2020 أعلي فئه مفتاح فابريكه,"EGP 625,000"
اوبل استرا اعلي فئه ممتازه,"EGP 330,000"
لانسر بومة 2008 مالك اول من الزيرو 01221705686,"EGP 250,000"
چيلي 2017 امكانيه التقسيط,"EGP 160,000"
فانوس لادا جرانتا خلفى,"EGP 2,000"
باب شنطة خلفى اصلى,"EGP 6,000"
شيارة للبيع,"EGP 70,000"
للايجار,EGP 350
فبريكه بالكامل,"EGP 400,000"
Fortuner 2.7,"EGP 2,225,000"
Mercedes benz GLC 300,"EGP 4,130,000"
Audi E-tron,"EGP 2,640,000"
BMW I4,"EGP 2,100,000"
BMW I7 M Sport,"EGP 3,600,000"
Skoda Karoq,"EGP 1,769,272"
Mercedes E200 Avantgarde 2022,"EGP 3,450,000"
اودي Q3,"EGP 1,450,000"
مرسيدس G500,"EGP 10,000,000"
BMW I7 الكهربائية,"EGP 6,000,000"
لاند روفر ديفندر LAND ROVER DEFENDER,"EGP 5,000,000"
Audi Q3,"EGP 1,690,000"
Audi Q3,"EGP 1,690,000"
BMW 760 i7 xDrive 60,"EGP 5,900,000"
Mercedes GLA200 AMG Night Package 2023,"EGP 2,650,000"
Range Rover Evoque P300e 2023,"EGP 3,250,000"
مرسيدس GLC الشكل الجديد,"EGP 3,300,000"
قطع غيار فولكس بورا وجولف 4 وسكودا A4,EGP 100
Vw Tiguan,"EGP 1,300,000"
سياره نقل دايهاتسو للايجار,"EGP 23,000"
كابوت لانسر شارك ايفو,"EGP 10,000"
سوبارو xv فابريكه,"EGP 590,000"
كرسى سيارة و عربه جر مستورد من إنجلترا,"EGP 1,500"
BMW X3 M40,"EGP 2,300,000"
BMW X5 new profile,"EGP 2,050,000"
القطار الترددي جيبkk فبريكا مفتاح اسبير,"EGP 469,000"
بيع فيات بونتو ٢٠١١ فبريكا بالكامل,"EGP 160,000"
سكودا اوكتافيا اي 4 استيشن اوتوماتيك,"EGP 170,000"
فردة مساعد خلفى يابانى دايهاتسو تيريوس موديل من ٢٠٠٨ الى ٢٠١٦ ماركةkyb,EGP 400
سيارة نيسان صنى للبيع,"EGP 390,000"
تيل فرامل أمامي جي ام,EGP 500
شيفورليه سبارك 2020,"EGP 16,890"
رينو لوجان,"EGP 240,000"
تيجو 7 برو كسر الزيرو بسعر مغري,"EGP 725,000"
غطاء ريداتير بى ام ٦ سلندر,EGP 100
فريم عداد لانوس او چولييت,EGP 800
رفرف تويوتا يارس toyota yaris 2014,"EGP 1,500"
GOLF 6,"EGP 435,000"
بوجيهات دبل ارديوم 14,"EGP 1,000"
ماكينة زجاج امامى شمال وزرار انتظار كيا سيراتو,EGP 100
فانوس خلفي واكصدام كورولا 2020,"EGP 3,500"
320luxury 2013فابريكة بالكامل حتي الاكصدامات,"EGP 735,000"
السياره للبيع,"EGP 395,000"
سيارة للإيجار,"EGP 7,500"
خبراء متخصصون في إرجاع الشيء لأصله,EGP 30
VW Beetle 1958,"EGP 125,000"
BMW 318 Exclusive,"EGP 850,000"
شبكة علوية سيات اتيكا ٢٠٢٢ للبيع,"EGP 2,000"
BMW 218 GranCoupe 2021 M sport,"EGP 1,330,000"
للبيع ماكينة 1400cc تربو,"EGP 6,400"
قطمه بلكونتك والمفتاح فلتر تكييف غطاء قربه,EGP 500
تمبرا موديل 1997 زيرو دواخل بالكتالوج,"EGP 73,000"
مطلوب عربية للعمل اندرايفر و ديدي,EGP 100
2 original 19” AMG black rims,"EGP 40,000"
عربيه ربع نقل للايجار يومى أو شهرى,"EGP 10,000"
سنترا للبيع,"EGP 295,000"
اوبل استرا المانى حالة وبيتى للبيع,"EGP 140,000"
MG RX5 2021 Luxury,"EGP 725,000"
توسان اعلي فئة  تربو فولي لوديد,"EGP 640,000"
استيراد,EGP 400
للبيع عدد اتنين مروحة تبريد  اصلية للعربية تيجو 3( يمين)(وشمال),EGP 600
كرسي سياره للبيع حاله ممتازه,"EGP 1,000"
قطع غيار كيا ريو هاتشباك 2013,"EGP 1,000"
طقم جنط اسبور 15,"EGP 3,500"
سياره للبيع,"EGP 1,050,000"
للإيجار سياره جيب رانجلر. . jeep wrangler for rent,"EGP 1,000"
كبالن,EGP 600
سيارات suv ايجل ٥٨٠  للايجار بالسائق 7راكب,"EGP 1,400"
عصاية فتيس,EGP 500
juke 2022 اعلى فئة ١٠٠٠ سي سي فقط مصروف بانزين روعة,"EGP 835,000"
cherry tiggo 8 luxury 2022 اعلى فئة,"EGP 820,000"
سيارة باسات,"EGP 520,000"
car seat,"EGP 3,000"
كيا سبورتاج 2021 توب لاين بلس,"EGP 980,000"
باب خلفي بيجو ٣٠١,"EGP 3,000"
كارسيت جراكو الأصلي وارد الخارج,"EGP 1,800"
كابوت سكودا اوكاتفايا موديل ٢٠١٣,"EGP 2,000"
اكسسوار اوبل فيكترا سي GM  اصلى,EGP 800
العلمية ايجار السيارات,EGP 200
مطلوب عدد من السيارات عقد سنوي,"EGP 20,000"
هوندا ٩٥٤  Honda car 954,"EGP 85,000"
احدث انوع السيارات للايجار بي ساق وبدون ساق,EGP 500
سوزوكي نقل للإيجار,"EGP 5,000"
سيارة   لانسر  شارك   ايجار   مطارات  زفاف   مشواير   بالسائق,EGP 700
2بيبان لادا روسي,EGP 600
سياره نص نقل فى جميع أنحاء الاسكندريه,EGP 300
بيع كونتكت نيسان صني N17 موديل ٢٠١٩ بجلبه جيده بعدد ٢ مفتاح,"EGP 1,550"
Mini Cooper 2017 fully loaded coupe,"EGP 860,000"
خدمة توصيل,EGP 100
مرايايمين وماكينه رفع زجاج عدد٢,"EGP 1,250"
فرش بابا متريكس شمال اوكره وز,EGP 450
باب تويوتا كورولا 2020,"EGP 7,500"
2016-BMW 640i Grand coupe,"EGP 1,850,000"
صانى 2019 فابريكة بالكامل رخصة سارية سنتين,"EGP 295,000"
قلب طرمبه بنزين,EGP 300
افيو مواصفات خليجي,"EGP 260,000"
MG 5 Comfort,"EGP 170,000"
اوبل كروس لاند اليجانس,"EGP 210,000"
هيونداى النترا HD هاى لاين,"EGP 158,000"
BYD F3 AT 2023,"EGP 100,000"
شيرى تيجو 7 برو كمفورت,"EGP 202,000"
جيب رينيجيد,"EGP 300,000"
ساوايست,"EGP 785,000"
شيرى اريزو 5 هاى لاين 2023,"EGP 132,000"
هافال H6 اول فئه,"EGP 860,000"
شانجان Alsvin,"EGP 320,000"
شيرى اريزو 5 اوتوماتك,"EGP 132,000"
شيرى تيجو 7,"EGP 195,000"
شيرى اريزو 5 مانيوال,"EGP 110,000"
MG5 Classic,"EGP 165,000"
MG6 Comfort,"EGP 220,000"
هيونداى بايون ثالث فئه,"EGP 780,000"
مطلوب للبدل,"EGP 360,000"
فيات تيبو 2020,"EGP 465,000"
قطع غيار لانسر كريستاله,"EGP 1,000"
Mercedes,"EGP 9,000"
سكودا رابيد ٢٠١٨,"EGP 480,000"
01063370024 الرقم,"EGP 170,000"
مرسيدس c180 بانوراما ٢٠١٢,"EGP 850,000"
سياره للايجار,EGP 650
مرايات شيفورليه اوبترا كورى الشكل القديم,"EGP 1,000"
شيفروليه  لانوس,"EGP 168,000"
سيارة فيورينو للبيع منطقة حرة لابناء بورسعيد,"EGP 17,000"
سياره سوزوكي موديل ٢٠١٥ فابريكة  بره و جوه,"EGP 140,000"
كيا سول موديل 2012 كامله بصمه فابريكة بالكامل بحاله المصنع,"EGP 330,000"
مطلوب كرايسلر 300C موديل ٢٠١٤ فيما فوق,EGP 900
موتور 1600 فيكترا خفيف وفتيس بحاله جيده,"EGP 2,000"
شلته وظهر لاده,EGP 800
نيسان صني 2022 - 4 آلاف كيلو,"EGP 470,000"
Audi Q7 Model 2019 (S line),"EGP 2,450,000"
كرسي سياره,EGP 650
بريليانس اف ار فى,"EGP 170,000"
Seat leon 2022 zero سيات ليون ٢٠٢٢ زيرو,"EGP 1,020,000"
كربراتير,EGP 100
اسكودا اكتاڤيا ٢٠١٠ استعمال شخصي,"EGP 405,000"
لانسر شارك 2015,"EGP 355,000"
"للبيع او البدل سيارة دايو اسبيرو البرنس
موديل ١٩٩٤","EGP 70,000"
سوبارو امبريزا 2009فبريكا بالكامل,"EGP 280,000"
توسان للايجار افراح ومشاوير,EGP 100
تانى فئه,"EGP 300,000"
قطع غيار لسيارات هيواندي النترا md,"EGP 5,000"
بروتون ويرا للبيع proton wira 2004 for sale,"EGP 100,000"
مرسيدس عيون للبيع حالة محترمة جدا,"EGP 340,000"
Custom Made BMW 116i-240HP+50 tuned,"EGP 1,700,000"
Mercedes GLC300 AMG 2019,"EGP 2,250,000"
BMW 320I M SPORT 2023,"EGP 2,500,000"
عربية للبيع bmw e36 دبانه,"EGP 125,000"
opel mokka اوبل موكا,"EGP 280,000"
فيات تيبو هاي لاين,"EGP 595,000"
BYD f3 بي واي دي,"EGP 85,000"
طقم دبرياج للبيع جديد فاليو,"EGP 1,700"
Nissan sunny نيسان صني,"EGP 100,000"
for sale,"EGP 5,300,000"
سيارة تيجو ٣ للبيع,"EGP 480,000"
Mercedes S550 - جمرك,"EGP 1,280,000"
lada granta لادا جرنتا,"EGP 86,400"
مطلوب شراء سيارة لانسر من ٢٠٠٨ حتي ٢٠١٠,"EGP 5,000"
هيونداي جراند i10 2015,"EGP 320,000"
Nissan sunny نيسان صني,"EGP 100,000"
Renault stepway رينو ستيب واي,"EGP 149,850"
شينراي x30,"EGP 85,000"
نيسان صني 2013 ادفع 80 الف واستلم عربيتك باقل فايدة,"EGP 255,000"
Fiat Tipo,"EGP 540,000"
توسان 2019 توب لاين فبريكا ادفع 250 الف وقسط بأقل فايده,"EGP 830,000"
شيفروليه اوبترا 2020 توب لاين فبريكا ادفع 90000 واستلم عربيتك,"EGP 300,000"
